"SQINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2000:Q1","2000:Q2","2000:Q3","2000:Q4","2001:Q1","2001:Q2","2001:Q3","2001:Q4","2002:Q1","2002:Q2","2002:Q3","2002:Q4","2003:Q1","2003:Q2","2003:Q3","2003:Q4","2004:Q1","2004:Q2","2004:Q3","2004:Q4","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2"
"34000","New Jersey","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",8787018,8795569,8804548,8813335,8819066,8824778,8831883,8837437,8840690,8843519,8849071,8854252,8855019,8856121,8860153,8864331,8865269,8866121,8869488,8872312,8870946,8869932,8872056,8874358,8873478,8872947,8876874,8882461,8884393,8886104,8890054,8892771,8891455,8890988,8893075,8894619,8892434,8890986,8892789,8894656,8892331,8886338,8880858,8876834,8870833,8865730
"34000","New Jersey","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",50652,51098,51311,51448,52705,53068,53506,53675,54601,54799,54832,56196,55066,55497,55614,56192,57165,57785,58452,59118,59943,60371,60857,60992,61607,61859,62402,62902,63335,64019,64703,65575,66102,66697,67569,68174,68967,69364,69746,70383,70460,75417,74010,73899,80723,77193
"35000","New Mexico","1","Personal income (millions of dollars, seasonally adjusted)",40839.6,41870.6,42403.0,43181.3,44324.6,44962.2,45306.9,45654.1,45950.9,46728.9,47126.3,47615.9,47963.9,48608.8,49282.2,50141.5,50983.7,51589.2,52299.2,53779.6,54081.9,55602.6,56334.6,57028.9,58965.2,59787.9,60317.9,61071.1,62182.7,63175.2,64076.6,64897.0,66109.5,69246.2,67714.3,67557.2,66887.0,66842.1,66922.7,67484.7,68075.6,69183.8,70167.1,71002.5,72121.5,72591.4,73310.1,73847.8,74218.8,75000.7,74287.9,75394.0,73208.5,73466.6,73521.8,74050.2,75878.7,77407.2,78659.8,79954.6,79400.5,79854.1,79847.1,80355.5,80671.2,81202.6,81702.0,82080.4,81873.0,82404.3,83106.4,84056.2,85249.2,86047.1,87094.7,87736.8,89712.4,90144.2,90728.7,91571.4,92890.8,102502.1,98623.3,96397.7,111223.8,101664.9
"35000","New Mexico","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2055731,2061862,2067033,2071522,2075194,2078732,2081957,2084135,2085618,2086893,2088861,2090696,2091472,2092214,2092855,2092754,2091759,2090634,2090711,2091237,2090710,2090156,2090755,2091836,2092068,2092265,2092994,2093641,2093326,2092815,2093351,2094127,2093874,2093660,2094895,2096873,2097857,2098910,2101089,2103714,2105359,2106155,2107303,2109032,2109925,2110930
"35000","New Mexico","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",33115,33554,33946,34276,34754,34921,35212,35433,35586,35939,35564,36062,35003,35114,35130,35384,36275,37026,37623,38233,37978,38205,38191,38414,38561,38811,39036,39205,39111,39375,39700,40139,40714,41099,41575,41842,42764,42948,43182,43528,44121,48668,46801,45707,52715,48161
"36000","New York","1","Personal income (millions of dollars, seasonally adjusted)",667823.8,679391.7,689809.6,706108.2,716473.7,708714.2,719835.0,700842.1,702586.1,712667.6,711027.6,712858.7,704243.6,717549.2,725076.3,735326.4,733767.2,746606.9,760616.7,775038.9,765165.7,775104.6,785937.0,802692.3,823919.9,838363.6,844758.9,865147.6,905402.7,900191.1,907923.3,916093.2,928399.9,934172.9,926884.3,913453.4,890809.2,911125.3,909891.3,919987.8,930925.2,953115.9,951458.5,952806.5,998169.9,994006.8,998743.5,1000102.9,1027687.4,1043921.4,1041263.1,1083760.9,1047410.0,1060933.2,1066428.8,1073769.7,1084611.5,1095437.4,1113591.3,1129991.1,1136530.9,1153767.5,1164710.0,1163883.0,1177034.0,1183738.1,1200092.9,1217273.5,1247584.6,1266492.1,1281173.3,1296361.8,1300407.5,1310750.1,1323342.3,1331259.6,1344545.5,1356383.3,1365128.9,1379833.1,1364819.2,1501593.6,1472400.3,1421384.9,1585461.0,1506160.0
"36000","New York","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",19368708,19388740,19415721,19444100,19465770,19487241,19511864,19533347,19549806,19565103,19584992,19602725,19610887,19619596,19632273,19642985,19646738,19650158,19657917,19663546,19659924,19656936,19657547,19655520,19646609,19638552,19634234,19627857,19613579,19598703,19590730,19582207,19565020,19549683,19536983,19520436,19495816,19472633,19453075,19430593,19398857,19358910,19320970,19287180,19247975,19210236
"36000","New York","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",48063,49158,49005,49002,51278,51008,51186,51200,52568,53356,53166,55286,53410,54075,54320,54664,55206,55747,56648,57466,57810,58695,59250,59214,59910,60276,61122,62018,63608,64621,65397,66201,66466,67047,67735,68198,68966,69656,70175,71013,70356,77566,76207,73696,82370,78404
"37000","North Carolina","1","Personal income (millions of dollars, seasonally adjusted)",216553.8,221303.3,224721.0,226725.0,228108.4,229736.5,227519.5,228859.2,229012.5,231854.9,232792.6,233941.2,236642.8,238831.8,243360.9,248569.1,253765.6,259311.6,264682.8,270337.2,276018.1,279554.5,283222.9,287493.0,301040.3,304565.6,307910.2,312956.3,326379.5,329470.4,330469.5,334361.9,347275.2,357467.7,351643.7,352502.4,332096.6,339444.5,341926.5,344754.9,339254.0,343521.0,344174.6,346443.7,352670.4,354805.4,356760.2,359070.5,374275.6,379253.6,379824.7,387288.3,374430.5,375059.2,376443.3,379636.6,389203.3,395281.1,401312.0,406601.7,413672.9,417434.5,421721.7,424508.0,428960.6,430936.9,433554.8,437052.5,445478.8,450347.7,455252.6,461311.6,468018.6,472674.6,478502.8,482737.4,494970.2,498473.0,501697.7,506846.6,516713.6,555147.2,531153.6,530063.0,606775.5,561597.7
"37000","North Carolina","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",9522731,9555038,9586629,9609239,9628721,9648223,9671718,9696242,9718496,9740207,9765593,9791437,9812681,9834542,9859203,9883809,9904934,9925984,9951699,9978858,10001505,10024663,10054163,10086858,10116084,10145873,10177534,10208036,10234611,10261116,10291739,10322525,10348855,10376447,10406637,10435974,10461063,10487194,10516638,10545919,10570086,10590996,10614498,10640407,10661149,10683292
"37000","North Carolina","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",35626,35952,35902,36053,36627,36774,36887,37032,38512,38937,38894,39554,38158,38137,38182,38410,39294,39823,40326,40746,41361,41641,41945,42085,42404,42474,42599,42815,43527,43889,44235,44690,45224,45553,45981,46257,47315,47532,47705,48061,48885,52417,50040,49816,56915,52568
"38000","North Dakota","1","Personal income (millions of dollars, seasonally adjusted)",16247.9,16495.4,16846.7,16902.8,16872.8,17019.2,17047.2,16905.7,17102.3,17161.7,17451.9,17762.2,18414.9,18783.5,19187.3,19449.4,19114.8,19383.0,19331.1,19812.3,20182.7,20617.7,20817.4,20995.9,21289.8,21625.7,21665.0,22071.1,23299.3,23634.2,24012.3,24912.3,26695.7,27463.8,27160.2,26718.0,26391.0,26510.9,26808.2,27249.3,28681.3,29509.0,30211.4,31121.5,32338.8,32978.3,34070.7,35276.4,37911.5,39309.7,40009.8,41953.9,39037.6,39871.3,40435.5,40389.8,41621.2,42944.2,43124.8,43588.3,41951.4,41102.5,40831.0,40830.8,39336.4,39609.0,39962.7,40155.2,39783.7,39999.3,40273.4,40806.8,41903.3,42401.0,42933.3,44049.8,44171.9,43639.1,44834.0,45035.9,45006.3,49154.8,46230.2,47966.1,52595.3,50516.7
"38000","North Dakota","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",671404,673669,676218,678995,681540,684144,687690,691953,696024,700126,704985,710370,715367,720484,725161,729201,732949,736761,740967,745337,749305,753412,755706,755934,755898,755984,756286,756584,756575,756612,757257,758202,758810,759588,760614,761645,762365,763218,764091,764762,765074,765243,765601,766086,766155,766400
"38000","North Dakota","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",42718,43803,44677,45835,47450,48204,49544,50981,54469,56147,56753,59059,54570,55340,55761,55389,56786,58288,58201,58481,55987,54555,54030,54014,52039,52394,52841,53074,52584,52866,53183,53820,55222,55821,56446,57835,57941,57178,58676,58889,58826,64234,60384,62612,68648,65914
"39000","Ohio","1","Personal income (millions of dollars, seasonally adjusted)",320837.0,323337.7,327453.4,328282.1,334063.0,334641.1,333371.3,333573.6,333580.4,337620.0,340808.9,342944.1,344751.5,346803.3,348779.7,355099.5,354410.6,360231.3,364562.7,371085.7,366745.8,372101.9,375633.2,380676.5,387077.7,392233.2,395104.2,396852.6,407427.6,409020.6,410430.4,412104.7,419744.8,432518.8,424462.3,419601.6,412774.9,412403.3,410346.8,413350.9,416075.5,422751.1,429317.7,433302.9,446772.3,450312.0,456793.7,460503.7,464392.9,470769.4,469607.4,482045.7,474300.1,478700.9,480405.8,482948.1,488978.4,495656.8,502440.6,508502.4,512381.8,517362.5,520598.5,524964.2,523637.2,527038.9,530260.4,535342.1,540821.8,543853.4,549751.3,558664.5,560671.1,566305.3,572714.9,579373.2,581436.6,584601.4,588810.3,593861.0,600047.1,659946.2,627527.3,621404.8,705692.6,651683.9
"39000","Ohio","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",11536923,11537949,11542112,11545408,11544687,11544576,11547762,11550498,11550380,11550166,11556832,11566474,11570308,11575504,11584421,11593358,11598029,11603082,11610840,11617341,11618180,11620099,11626164,11632370,11634348,11637301,11645055,11653718,11657633,11661903,11669380,11675271,11675820,11678292,11684566,11690443,11691442,11693962,11699118,11703018,11701100,11696135,11694445,11695351,11689678,11685870
"39000","Ohio","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",36065,36640,37196,37530,38699,39006,39557,39869,40206,40759,40635,41676,40993,41355,41470,41657,42160,42718,43273,43771,44102,44523,44778,45130,45008,45289,45535,45937,46392,46635,47111,47850,48020,48492,49015,49560,49732,49992,50329,50744,51281,56424,53660,53133,60369,55767
"40000","Oklahoma","1","Personal income (millions of dollars, seasonally adjusted)",80852.0,82776.1,84391.5,86057.1,88051.9,88983.6,88691.8,89418.0,89937.9,90510.3,91056.5,91686.9,93566.0,94917.5,95725.7,97101.1,100654.4,102426.4,103789.9,105775.6,109719.8,111940.3,114076.0,116435.0,123893.4,125152.2,125764.1,126267.0,126550.9,128622.0,131201.7,132771.4,137572.3,145680.7,146311.1,147568.4,139287.5,133159.7,130611.3,131035.9,134481.2,139043.4,142352.6,144684.2,146534.3,149738.2,152468.8,154098.4,158498.4,160399.3,159915.6,165700.2,166557.0,169090.0,170278.7,171604.8,177006.5,180012.6,182222.0,182634.8,176899.1,174996.5,175184.9,173455.4,165710.8,165659.9,166761.7,168058.5,170764.8,173155.2,175197.3,177843.8,180022.9,181370.9,183500.7,185402.7,189557.1,190422.8,191813.7,193673.6,192838.3,208087.2,195692.4,197590.5,223551.0,206090.4
"40000","Oklahoma","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",3746415,3755743,3764261,3772042,3778518,3785135,3793145,3801279,3808393,3815481,3824416,3833906,3841525,3849433,3857504,3864639,3870317,3876019,3883917,3892625,3899463,3906578,3913267,3918222,3921829,3925770,3929424,3931600,3932169,3932735,3935432,3938663,3940094,3942051,3946256,3951247,3954579,3958359,3964191,3970762,3975430,3979102,3983811,3989339,3992739,3996822
"40000","Oklahoma","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",35896,37022,37817,38357,38781,39560,40196,40539,41618,42039,41814,43220,43357,43926,44142,44404,45734,46443,46917,46918,45365,44795,44767,44269,42253,42198,42439,42746,43428,44029,44518,45153,45690,46009,46500,46923,47934,48106,48387,48775,48508,52295,49122,49530,55989,51564
"41000","Oregon","1","Personal income (millions of dollars, seasonally adjusted)",95081.5,96838.6,98601.0,98897.8,100578.5,100346.5,99744.4,99234.1,99734.8,100760.2,101207.4,102331.9,102705.9,103655.3,105434.7,107167.5,108252.8,110403.3,111271.7,112627.4,114159.2,115485.5,117337.0,119784.7,124838.0,126644.1,128316.7,129961.9,130943.1,132951.3,134232.3,136095.6,137541.6,142133.2,139974.8,137999.1,134653.9,134887.2,134043.3,134388.6,137182.0,137518.9,138721.4,139744.0,144228.4,144988.9,145549.1,147618.0,151746.2,153113.3,153043.1,156289.2,153959.7,155553.8,156891.3,158115.3,161893.8,165692.2,168960.0,171763.3,176478.2,178307.4,181298.1,182317.1,185906.1,187338.6,189022.3,190866.3,195529.1,197657.7,199857.3,202938.7,207616.1,210043.9,213037.8,214960.6,218822.2,220319.4,221659.6,223944.2,229040.2,246396.5,239795.4,240156.1,268054.2,249525.5
"41000","Oregon","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",3827870,3834292,3842682,3852061,3859984,3868156,3876619,3884009,3890278,3896594,3903942,3910830,3915672,3920937,3929794,3940928,3950501,3960240,3972929,3987115,3999262,4011823,4028494,4047812,4065586,4083746,4100691,4115056,4127641,4140343,4152472,4162321,4170207,4178762,4188272,4197169,4204233,4211836,4220433,4228523,4234519,4239315,4245292,4252262,4256922,4262164
"41000","Oregon","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",35838,35866,36100,36278,37365,37483,37545,38007,39007,39294,39202,39963,39319,39673,39924,40121,40981,41839,42528,43080,44128,44445,45004,45041,45727,45874,46095,46382,47371,47739,48130,48756,49786,50265,50865,51216,52048,52310,52521,52960,54089,58122,56485,56477,62969,58544
"42000","Pennsylvania","1","Personal income (millions of dollars, seasonally adjusted)",365104.2,371046.7,377271.2,382464.4,387975.3,390122.1,389258.8,388923.2,392281.4,395426.4,397685.5,399523.7,404157.2,407538.9,412113.2,418075.8,424250.1,429976.3,437438.9,445038.2,442752.0,450612.9,456804.7,463023.2,467638.7,474169.8,479812.1,485479.8,496789.9,504463.4,510087.5,515818.0,519515.8,533347.2,527105.6,525192.4,510095.2,513057.9,510352.7,520039.2,523719.3,534636.5,542706.7,548066.3,556884.0,562855.3,568681.1,570361.2,579966.2,584913.1,586267.9,599516.7,587324.8,593783.8,594934.5,598685.3,606916.5,615423.8,623265.9,630711.3,637201.3,640972.9,646320.7,651457.4,654394.0,658162.7,663927.4,668156.1,668841.7,674234.8,682280.8,693123.5,702564.3,710299.7,722059.7,730422.4,732000.9,734885.5,737811.4,743945.9,744113.4,830663.9,802975.5,777148.0,865974.2,807530.8
"42000","Pennsylvania","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",12698494,12706956,12718153,12729149,12735376,12742236,12751504,12758768,12762561,12766200,12773148,12778632,12777351,12777561,12782814,12788570,12789410,12790667,12794805,12797163,12792941,12789889,12791603,12793338,12790190,12788076,12791387,12795609,12794290,12793287,12798634,12804736,12804619,12806579,12809942,12809767,12803887,12799550,12800631,12802433,12797416,12788403,12782588,12779376,12769811,12762077
"42000","Pennsylvania","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",41243,42074,42672,43056,43727,44172,44597,44703,45443,45817,45898,46916,45966,46471,46542,46814,47455,48115,48712,49285,49809,50116,50527,50922,51164,51467,51904,52218,52277,52702,53309,54130,54868,55464,56367,57021,57170,57415,57639,58110,58146,64954,62818,60813,67814,63276
"44000","Rhode Island","1","Personal income (millions of dollars, seasonally adjusted)",31244.0,31623.8,32284.3,32633.7,33422.6,33674.5,33586.9,33849.3,34411.6,34876.3,35124.4,35477.9,36158.4,36329.6,36938.7,37564.5,37842.7,38436.7,39041.7,39104.4,38839.1,39353.6,39603.7,40185.5,40484.1,41373.4,42036.2,42069.1,42998.5,43100.1,43335.8,43517.4,43695.3,44623.8,43710.7,43684.5,42223.4,42678.6,42829.7,43422.9,44032.6,45038.2,45514.5,45879.5,46028.2,46906.0,47048.8,47191.8,48133.0,48384.2,48260.7,49229.0,48251.6,48335.5,48634.3,48957.5,49783.2,50242.1,50818.3,51741.1,51896.4,52382.1,52576.5,52935.3,52759.1,52944.1,53328.1,53887.5,54234.6,54886.6,55674.5,56408.0,56664.6,57125.8,57670.3,58026.6,59218.2,59689.5,60021.3,60706.6,61018.0,68040.4,64942.1,63199.1,70467.8,65045.4
"44000","Rhode Island","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1053216,1053472,1054163,1054292,1054026,1053816,1054092,1054508,1054634,1054745,1055189,1055580,1055435,1055408,1055797,1056231,1056280,1056384,1056775,1057087,1056898,1056796,1057143,1057520,1057531,1057639,1057804,1057691,1057161,1056656,1057065,1057930,1058359,1058923,1059357,1059234,1058682,1058247,1058316,1058532,1058208,1057524,1057071,1056826,1056105,1055525
"44000","Rhode Island","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",41808,42752,43176,43517,43669,44511,44634,44752,45640,45873,45737,46637,45717,45798,46064,46351,47131,47560,48088,48947,49103,49567,49734,50056,49889,50059,50414,50948,51302,51944,52669,53319,53540,53947,54439,54782,55936,56404,56714,57350,57662,64339,61436,59801,66724,61624
"45000","South Carolina","1","Personal income (millions of dollars, seasonally adjusted)",98604.8,101026.1,101986.4,102938.1,104216.2,104650.9,104375.6,105241.0,105607.7,107405.7,108044.5,109148.5,109553.2,110327.7,111873.6,113684.0,114004.4,117062.2,119031.8,121290.8,122300.5,124222.0,125637.5,128038.1,132576.8,134200.9,135799.7,137512.0,140911.7,143751.5,144809.4,146516.3,147684.4,154183.8,150786.3,149417.5,146311.1,147184.7,146484.9,147697.4,149317.2,151826.1,153340.4,154438.5,158873.2,160660.5,161503.0,162032.7,167273.2,168656.2,168357.6,172453.6,169424.2,170525.2,172570.3,173949.2,177753.3,181911.4,184521.5,187144.4,190533.9,193116.9,195871.6,197934.0,199809.9,201090.3,203027.2,204934.0,209172.6,211353.4,213510.1,216469.3,218497.2,221093.1,224117.9,226550.5,231790.7,233528.3,235058.2,237397.5,242424.0,263678.4,248183.1,248008.9,284150.5,262121.5
"45000","South Carolina","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",4620101,4630547,4641204,4651199,4659699,4668043,4679054,4691313,4702509,4713302,4725907,4738826,4749515,4760425,4774621,4790720,4805118,4819379,4836452,4854882,4871050,4887380,4905087,4922685,4938529,4954532,4971806,4988847,5003954,5018944,5035988,5053154,5068021,5083453,5100743,5118227,5133526,5149267,5166699,5184034,5198709,5211779,5226660,5243144,5256371,5270105
"45000","South Carolina","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",32319,32788,33039,33204,34095,34417,34516,34539,35571,35783,35624,36392,35672,35821,36143,36310,36992,37746,38152,38548,39116,39513,39932,40209,40459,40587,40836,41078,41801,42111,42397,42838,43113,43493,43938,44263,45152,45352,45495,45794,46632,50593,47484,47302,54058,49737
